Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Fix versions,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Academy Requests),Custom field (Access Card),Custom field (Access Card Request),Custom field (Actual end),Custom field (Actual start),Custom field (Add Participants),Custom field (Add Participants),Custom field (Add Participants),Custom field (Add Participants)Id,Custom field (Add Participants)Id,Custom field (Add Participants)Id,Custom field (AddressedTo),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Approvers),Custom field (Approvers)Id,Custom field (Backout plan),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Complaint Type),Custom field (Development),Custom field (Document Change Type),Custom field (Document URL),Custom field (EDA Tools),Custom field (Employee Relations Request),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (HRIS),Custom field (Hardware Type),Custom field (ID),Custom field (ID),Custom field (ID Numbers Only),Custom field (IT Priority),Custom field (Impact),Custom field (Implementation plan),Custom field (Include Salary),Custom field (Investigation reason),Custom field (Issue color),Custom field (Language),Custom field (Location),Custom field (Location),Custom field (Locked forms),Custom field (Maintenance Type),Custom field (Major incident),Custom field (Medical Insurance Request),Custom field (Open forms),Custom field (Operational categorization),Custom field (Organization Development Request),Custom field (Organizations),Custom field (Others),Custom field (Others)Id,Custom field (Participants),Custom field (Participants)Id,Custom field (Payroll Calculation),Custom field (Pending reason),Custom field (Performance Management Request),Custom field (Personal Document Type),Custom field (Planned end),Custom field (Planned start),Custom field (Priority Security Queue),Custom field (Product categorization),Custom field (Project),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Referral Program Request),Custom field (Request Type),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Request participants),Custom field (Request participants),Custom field (Responders),Custom field (Root cause),Custom field (Salary Included),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Custom field (Severity),Custom field (Si-Desking Request),Custom field (Source),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Synopsys Request),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to done),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Time to triage normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Vacation Type),Custom field (Vacations Request),Custom field (Vulnerability),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (uuid),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Status Category,Status Category Changed
i need notebook,SVF-5299,36266,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Ahmed Elsaaiy,712020:cfe87fd0-aee8-41c3-b41f-a39cbf27e54e,Ahmed Elsaaiy,712020:cfe87fd0-aee8-41c3-b41f-a39cbf27e54e,09/Mar/26 12:59 PM,09/Mar/26 3:07 PM,,09/Mar/26 3:07 PM,,,0,,,,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@575695b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028sn:,,,Notebook,English,,,,,,Yes,,,,,,,,,,,,,,,,,,4:18,29:51,,,,,,,,service-request,,2026-03-09 12:40:35.823,1_*:*_1_*:*_6080072_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_8021,,"09/Mar/26 2:40 PM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear , 
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible regards

Facilities team",,,,,,,Done,09/Mar/26 3:07 PM
i need a blue pen ,SVF-5298,36264,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Abdelrahman Hatem,712020:b45a9f8d-d7a4-464a-b6c9-297669b8e857,Abdelrahman Hatem,712020:b45a9f8d-d7a4-464a-b6c9-297669b8e857,09/Mar/26 12:53 PM,09/Mar/26 1:44 PM,,09/Mar/26 1:43 PM,,,0,,,,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7c20aa17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028s7:,,,Notebook,English,,,,,,Yes,5,09/Mar/26 1:44 PM,,,,,,,,,,,,,,,,5:58,31:09,,,,,,,,service-request,,2026-03-09 10:54:25.636,1_*:*_1_*:*_75476_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_7089,,"09/Mar/26 12:54 PM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear , 
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible regards

Facilities team",,,,,,,Done,09/Mar/26 1:43 PM
Cover,SVF-5297,36263,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,mostafa.ayman,712020:95b77a02-cff6-4f81-b100-8ad3396783fe,mostafa.ayman,712020:95b77a02-cff6-4f81-b100-8ad3396783fe,09/Mar/26 12:43 PM,09/Mar/26 1:42 PM,,09/Mar/26 1:42 PM,,,0,,,plastic cover broken ,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@135cc922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028rz:,,,Plastic cover,English,,,,,,Yes,,,,,,,,,,,,,,,,,,5:56,31:00,,,,,,,,service-request,,2026-03-09 10:46:36.927,1_*:*_1_*:*_207435_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_6490,,"09/Mar/26 12:46 PM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear , 
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible regards

Facilities team",,,,,,,Done,09/Mar/26 1:42 PM
I need notebook,SVF-5296,36260,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Belal Badr,712020:7185cd16-971b-4dae-aedc-035917e0ddad,Belal Badr,712020:7185cd16-971b-4dae-aedc-035917e0ddad,09/Mar/26 12:17 PM,09/Mar/26 1:42 PM,,09/Mar/26 1:42 PM,,,0,,,I need notebook,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1ec945a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028rb:,,,Notebook,English,,,,,,Yes,,,,,,,,,,,,,,,,,,5:30,30:35,,,,,,,,service-request,,2026-03-09 10:46:46.926,1_*:*_1_*:*_1741660_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_7612,,"09/Mar/26 12:46 PM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear , 
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible regards

Facilities team",,,,,,,Done,09/Mar/26 1:42 PM
need for pen and also notebook,SVF-5295,36252,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Kholoud Mahmoud,712020:09eb450d-a106-4c7c-b08d-897513138883,Kholoud Mahmoud,712020:09eb450d-a106-4c7c-b08d-897513138883,09/Mar/26 11:12 AM,09/Mar/26 1:46 PM,,09/Mar/26 1:42 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@67c0347f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028pj:,,,Pen,English,,,,,,Yes,5,09/Mar/26 1:46 PM,,,,,,,,,,,,,,,,3:29,29:29,,,,,,,,service-request,,,1_*:*_1_*:*_1788997_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_5560,,,,,,,,,Done,09/Mar/26 1:42 PM
I forgot my ID,SVF-5294,36248,Facility Service Request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Critical,Done,Aya Hussein,712020:81232768-8a4e-45cc-9334-1245469ab21f,Mohamed Nasef,712020:309a2d00-1a4b-4c5d-a82e-663de46ccd51,Mohamed Nasef,712020:309a2d00-1a4b-4c5d-a82e-663de46ccd51,09/Mar/26 11:02 AM,09/Mar/26 11:13 AM,,09/Mar/26 11:13 AM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@42b92aa6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028on:,,,I forgot my ID,English,,,,,,Yes,,,,,,,,,,,,,,,,,,0:03,0:33,,,,,,,,service-request,,,1_*:*_1_*:*_289685_*|*_3_*:*_1_*:*_0,,,,,,,,,Done,09/Mar/26 11:13 AM
I need a new mouse battery,SVF-5293,36247,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Mohamed Abdelhady,712020:b47e83c5-bcae-485f-9570-05dae91be495,Mohamed Abdelhady,712020:b47e83c5-bcae-485f-9570-05dae91be495,09/Mar/26 11:00 AM,09/Mar/26 11:43 AM,,09/Mar/26 11:43 AM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@700c266d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028of:,,,Mouse Battery,English,,,,,,Yes,,,,,,,,,,,,,,,,,,2:17,15:17,,,,,,,,service-request,,,1_*:*_1_*:*_351500_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_5240,,,,,,,,,Done,09/Mar/26 11:43 AM
No water in floor L in HQ,SVF-5292,36242,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Critical,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Ahmed Galal,712020:84fe603b-ac97-44eb-a3a6-8f2ee9212049,Ahmed Galal,712020:84fe603b-ac97-44eb-a3a6-8f2ee9212049,09/Mar/26 10:39 AM,09/Mar/26 2:48 PM,,09/Mar/26 2:48 PM,,,0,,,,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@34fc323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028nb:,,,No Water in Building,English,,,,,,Yes,,,,,,,,,,,,,,,,,,0:13,-3:24,,,,,,,,service-request,,2026-03-09 08:41:12.761,1_*:*_1_*:*_93374_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_13315,,"09/Mar/26 10:41 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear , 
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible regards

Facilities team",,,,,,,Done,09/Mar/26 2:48 PM
I forget my ID,SVF-5291,36239,Facility Service Request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Critical,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Ahmed Fathy,712020:afbdb0b6-a9f7-409e-b0e5-e73e7224200f,Ahmed Fathy,712020:afbdb0b6-a9f7-409e-b0e5-e73e7224200f,09/Mar/26 10:18 AM,09/Mar/26 10:29 AM,,09/Mar/26 10:29 AM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@496703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028mn:,,,I forgot my ID,English,,,,,,Yes,,,,,,,,,,,,,,,,,,0:03,0:33,,,,,,,,service-request,,,1_*:*_1_*:*_708013_*|*_5_*:*_1_*:*_0,,"09/Mar/26 10:18 AM;712020:afbdb0b6-a9f7-409e-b0e5-e73e7224200f;Building B

",,,,,,,Done,09/Mar/26 10:29 AM
Forgot ID 517,SVF-5290,36236,Facility Service Request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Critical,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Mohamed Rashad,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:c5f52a95-30b4-40a7-9911-b4a4544dc5a5,Mohamed Rashad,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:c5f52a95-30b4-40a7-9911-b4a4544dc5a5,09/Mar/26 10:11 AM,09/Mar/26 10:30 AM,,09/Mar/26 10:30 AM,,,0,,,"Mohamed Rashad

517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2b3e6ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028lz:,,,I forgot my ID,English,,,,,,Yes,,,,,,,,,,,,,,,,,,-0:03,0:26,,,,,,,,service-request,,,1_*:*_1_*:*_1135749_*|*_5_*:*_1_*:*_0,,,,,,,,,Done,09/Mar/26 10:30 AM
I have forgotten my id,SVF-5289,36233,Facility Service Request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Critical,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Taha Abdelfattah,712020:3c91f9e9-97a4-457c-9cbe-5aa605142bf6,Taha Abdelfattah,712020:3c91f9e9-97a4-457c-9cbe-5aa605142bf6,09/Mar/26 9:34 AM,09/Mar/26 9:57 AM,,09/Mar/26 9:57 AM,,,0,,,Need tmp access till Wednesday eod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@54f96137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028lb:,,,I forgot my ID,English,,,,,,Yes,,,,,,,,,,,,,,,,,,-0:08,0:21,,,,,,,,service-request,,,1_*:*_1_*:*_1383527_*|*_5_*:*_1_*:*_0,,,,,,,,,Done,09/Mar/26 9:57 AM
need battery for my mouse ,SVF-5288,36232,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Aya Tarek,712020:da4439eb-f35f-490c-9960-7a0eb2cf001a,Aya Tarek,712020:da4439eb-f35f-490c-9960-7a0eb2cf001a,09/Mar/26 9:21 AM,09/Mar/26 11:06 AM,,09/Mar/26 11:06 AM,,,0,,,need battery for my mouse ,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@e8fb88b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028l3:,,,Mouse Battery,English,,,,,,Yes,,,,,,,,,,,,,,,,,,1:40,14:14,,,,,,,,service-request,,2026-03-09 08:41:24.501,1_*:*_1_*:*_4790544_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_8931,,"09/Mar/26 10:41 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear , 
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible regards

Facilities team",,,,,,,Done,09/Mar/26 11:06 AM
HQ building LG floor men toilet room,SVF-5287,36088,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Mustafa Kamal,712020:e11fd661-8d32-477c-bdb9-b518eb1e9688,Mustafa Kamal,712020:e11fd661-8d32-477c-bdb9-b518eb1e9688,08/Mar/26 2:37 PM,04/Apr/26 7:15 PM,,04/Apr/26 7:15 PM,,,0,,,The water heater is leaking,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@15dfdd97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028hj:,,,Leakage from Water Heater,English,,,,,,Yes,,,,,,,,,,,,,,,,,,1:18,-144:00,,,,,,,,service-request,,2026-03-09 08:41:37.377,1_*:*_1_*:*_72235705_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_7432,,"09/Mar/26 10:41 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear , 
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible regards

Facilities team",,,,,,,Done,04/Apr/26 7:15 PM
need a notebook please,SVF-5286,36086,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Saif Sabry,712020:148d0fba-da3d-418c-8518-3057c800c564,Saif Sabry,712020:148d0fba-da3d-418c-8518-3057c800c564,08/Mar/26 2:21 PM,09/Mar/26 10:54 AM,,09/Mar/26 10:54 AM,,,0,,,,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@79884cff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028h3:,,,Notebook,English,,,,,,Yes,,,,,,,,,,,,,,,,,,4:18,30:05,,,,,,,,service-request,,2026-03-09 08:41:48.36,1_*:*_1_*:*_73231487_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_8030,,"09/Mar/26 10:41 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear , 
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible regards

Facilities team",,,,,,,Done,09/Mar/26 10:54 AM
I need a pen,SVF-5285,36085,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Aya Hashem,712020:e529a23a-6eb3-4cdc-a13a-b8decadf7216,Aya Hashem,712020:e529a23a-6eb3-4cdc-a13a-b8decadf7216,08/Mar/26 1:52 PM,10/Mar/26 11:56 AM,,10/Mar/26 10:31 AM,,,0,,,,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7233805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028gv:,,,Pen,English,,,,,,Yes,,,,,,,,,,,,,,,,,,4:17,22:28,,,,,,,,service-request,,2026-03-09 08:42:10.715,1_*:*_1_*:*_74963913_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_19159,,"09/Mar/26 10:42 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear , 
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible regards

Facilities team",10/Mar/26 10:12 AM;712020:e529a23a-6eb3-4cdc-a13a-b8decadf7216;I did not got it yet,"10/Mar/26 11:56 AM;712020:e529a23a-6eb3-4cdc-a13a-b8decadf7216;The pen is not doing well
I want to change it please",,,,,Done,10/Mar/26 10:31 AM
I need a notebook (small size),SVF-5284,36084,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Aya Hashem,712020:e529a23a-6eb3-4cdc-a13a-b8decadf7216,Aya Hashem,712020:e529a23a-6eb3-4cdc-a13a-b8decadf7216,08/Mar/26 1:52 PM,10/Mar/26 10:31 AM,,10/Mar/26 10:31 AM,,,0,,,,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@61f093a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028gn:,,,Notebook,English,,,,,,Yes,,,,,,,,,,,,,,,,,,4:17,22:28,,,,,,,,service-request,,2026-03-09 08:42:21.535,1_*:*_1_*:*_75009242_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_7578,,"09/Mar/26 10:42 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear , 
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible regards

Facilities team",10/Mar/26 10:12 AM;712020:e529a23a-6eb3-4cdc-a13a-b8decadf7216;I did not got it yet,,,,,,Done,10/Mar/26 10:31 AM
I need notebook,SVF-5283,36083,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Belal Badr,712020:7185cd16-971b-4dae-aedc-035917e0ddad,Belal Badr,712020:7185cd16-971b-4dae-aedc-035917e0ddad,08/Mar/26 1:44 PM,09/Mar/26 12:17 PM,,09/Mar/26 11:43 AM,,,0,,,I need notebook,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@44d92c9c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028gf:,,,Notebook,English,,,,,,Yes,,,,,,,,,,,,,,,,,,4:17,29:16,,,,,,,,service-request,,2026-03-09 08:42:34.236,1_*:*_1_*:*_75463027_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_8714,,"09/Mar/26 10:42 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear , 
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible regards

Facilities team","09/Mar/26 12:17 PM;712020:7185cd16-971b-4dae-aedc-035917e0ddad;I got no notebook ??

",,,,,,Done,09/Mar/26 11:43 AM
Flies beside the window,SVF-5282,36081,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Mahmoud Abdelfattah,712020:f7dc94b8-124f-458e-96e9-08dbe0ff4d0d,Mahmoud Abdelfattah,712020:f7dc94b8-124f-458e-96e9-08dbe0ff4d0d,08/Mar/26 1:34 PM,09/Mar/26 2:49 PM,,09/Mar/26 2:49 PM,,,0,,,There is always a lot of flies beside the window in B2 - Second floor next to B2.8 cell,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@16ed69e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i028fz:,,,Pest control,English,,,,,,Yes,,,,,,,,,,,,,,,,,,1:17,10:10,,,,,,,,service-request,,2026-03-09 08:42:46.473,1_*:*_1_*:*_76075572_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_9130,,"09/Mar/26 10:42 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear , 
Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible regards

Facilities team",,,,,,,Done,09/Mar/26 2:49 PM
